,sentence_id,words,labels
9715,793,qhapaq,I-ORG
2710,1868,López,I-PER
5558,2427,John,B-PER
8536,552,',O
10281,903,Huwan,B-PER
8764,597,",",O
9862,822,.,O
10683,979,(,O
9865,824,Belaúnde,I-PER
12497,1337,Kupa,I-ORG
6562,170,llaqtam,O
6083,81,walla,I-LOC
12843,1402,qhichwa,I-ORG
9305,706,parki,I-ORG
7218,298,K.,I-PER
7285,311,(,O
373,2055,mamallaqta,I-ORG
8620,569,Wila,B-LOC
7197,294,",",O
6329,130,Uma,B-LOC
7161,288,Brandt,I-PER
9121,672,',O
13261,1487,PUSAPUNA,O
7675,381,Boeto,I-LOC
9253,696,Tukuy,B-ORG
1788,1684,mama,I-LOC
11643,1169,del,O
966,756,llaqta,I-LOC
1445,1624,Joaquín,B-PER
9557,758,Kupa,I-ORG
8053,455,(,O
7882,421,Hayt'ay,I-ORG
1381,1557,pinkuyllu,I-ORG
3232,1972,1990,I-ORG
12477,1331,distritu,I-LOC
13358,1507,Pachantin,I-ORG
8709,586,Podocarpus,B-ORG
9759,803,',O
9900,830,Karchi,B-LOC
8421,530,PUSAPUNA,O
8726,589,',O
8552,554,),O
13514,1537,nisqamantaqa,O
8993,646,),I-PER
7698,385,(,I-LOC
2077,1742,suyu,I-ORG
7373,326,(,I-ORG
4639,2249,Pleiades,O
9599,768,Mamallaqtap,I-ORG
2642,1859,wari,I-ORG
10761,993,yareta,O
5145,2349,José,B-PER
1254,1290,andecola,O
4356,2193,wañukurqan,O
6,1111,',O
6536,167,',O
1850,1697,.,O
2857,1896,Asway,I-ORG
9839,818,Hatun,B-LOC
12199,1280,DVD,O
9661,781,.,O
12266,1292,(,I-LOC
6943,245,(,O
280,1888,conciertos,O
10889,1017,del,O
1129,1078,",",O
9941,839,.,O
2823,1890,San,I-ORG
12582,1355,Wari,I-LOC
10908,1021,.,O
1702,1668,),O
1774,1682,Qhichwa,B-LOC
8678,581,pecari,O
11065,1052,Emilio,B-PER
3743,2080,chloropus,O
3375,2003,suyu,I-LOC
7812,405,sp,O
569,2443,',O
87,778,.,O
10898,1019,iskay,I-PER
6958,249,Noemi,B-PER
6666,192,Piluta,B-ORG
4450,2213,llaqtanqa,I-LOC
1825,1692,Trombone,O
4138,2151,Di,I-PER
10929,1025,Hayt'ay,I-ORG
6035,72,wari,I-ORG
10163,880,5.976,O
5795,22,Punu,I-LOC
8089,463,PUSAPUNA,O
12882,1408,(,O
1016,878,.,O
13037,1440,wiqi,I-ORG
7539,356,",",O
9354,717,.,O
9206,686,Schumann,I-PER
13845,1604,1990,I-ORG
264,1855,Kashapampa,B-LOC
13867,1608,',O
5957,56,Matu,B-LOC
12491,1336,Pachantin,I-ORG
4359,2194,de,I-PER
1105,1034,',O
10481,941,23,O
5039,2327,Montero,I-PER
3237,1973,Antikuna,B-LOC
10358,918,Yachay,I-ORG
7603,369,Kupa,I-ORG
3573,2043,Goethe,I-PER
8829,610,suyu,I-LOC
11829,1204,),O
7541,358,.,O
4984,2317,Uma,B-PER
3664,2061,Kupa,I-ORG
11194,1079,wiqi,I-ORG
9033,654,Tukuy,B-ORG
6739,207,Nicolás,B-PER
6936,243,),O
2179,1763,qiwlla,I-LOC
13110,1458,Hayt'ay,I-ORG
1908,1709,',O
3618,2053,Pedro,B-PER
13323,1499,ñawpa,I-ORG
11480,1136,Wesley,B-PER
11552,1149,San,I-PER
1469,1628,-,I-ORG
1767,1681,Santa,B-LOC
5387,2395,Anti,B-LOC
8117,469,kamayuq,I-PER
11858,1210,Blanco,I-PER
565,2443,Antonio,B-PER
7311,316,',O
7250,305,Kamasqa,O
7231,300,parki,I-ORG
5765,18,kiti,I-LOC
5773,18,kiti,I-LOC
7289,313,TK,B-ORG
9959,843,-,O
8310,507,mama,I-LOC
1062,978,Pachantin,I-ORG
1050,956,.,O
10694,981,Palkasu,B-LOC
8106,466,Tagle,I-PER
254,1833,',O
9817,814,pruwinsya,I-LOC
13597,1553,Qhichwa,B-LOC
1851,1697,',O
2931,1909,Warmi,B-LOC
4262,2175,Piluta,B-ORG
2530,1838,Mariscal,B-LOC
1629,1657,Huk,O
3154,1954,de,I-PER
11696,1181,Tukuy,B-ORG
8873,621,Francisco,B-PER
708,246,Miguel,I-LOC
5165,2352,.,O
12730,1382,',O
2502,1832,),O
10019,854,Krus,I-LOC
1399,1579,),O
12492,1336,Kupa,I-ORG
5073,2334,khuchi,I-LOC
480,2288,.,O
1481,1630,Estadual,I-ORG
8956,637,kamachiy,I-ORG
3931,2113,Prado,I-PER
10541,952,.,O
8109,467,Yakuri,B-ORG
1502,1635,.,O
13285,1492,Umalliqmi,O
10267,900,Kamasqa,O
5239,2368,Piluta,B-ORG
7737,392,Chi,I-LOC
7561,361,Piruw,B-ORG
2469,1827,.,O
2665,1861,Antonio,B-PER
9065,659,Ikwadur,B-LOC
356,2022,.,O
301,1933,llaqta,I-ORG
2205,1770,PUSAPUNA,O
4461,2214,1982,I-ORG
5555,2426,1994,I-ORG
10317,910,),O
1815,1691,.,O
13418,1518,frenata,O
6240,110,Pakaya-Samirya,B-LOC
589,35,Sachas,I-LOC
10794,999,ñawpa,I-ORG
8610,567,Pisunay,B-LOC
12997,1432,',O
10114,871,Castilla,I-PER
8591,564,Cash,I-PER
638,113,Ballivián,I-LOC
12795,1393,Abad,I-ORG
7969,437,pyramidale,O
1261,1301,(,O
13313,1497,Kupa,I-ORG
4676,2256,.,O
2632,1858,Pachantin,I-ORG
13366,1508,",",O
5509,2418,(,O
2944,1912,',O
887,612,'Sucre,O
9906,831,),O
113,1334,Vogts,I-PER
4357,2193,.,O
267,1855,Kachachi,B-LOC
1499,1634,",",O
1313,1412,Truhillu,B-LOC
3423,2014,Ramón,B-PER
13359,1507,Kupa,I-ORG
12205,1281,.,O
9719,794,(,I-LOC
5843,32,Hayt'ay,I-ORG
6796,218,San,B-LOC
9698,789,Qulcha,B-LOC
9604,769,Pachantin,I-ORG
2566,1845,.,O
13223,1478,Las,I-PER
3445,2018,Nunu,B-LOC
792,423,de,I-LOC
3235,1973,Wallan,I-LOC
2565,1843,),O
617,79,',O
13861,1607,),O
6098,84,',O
10108,870,(,I-LOC
3806,2092,Victoria,B-LOC
1695,1667,Qhichwapi,I-LOC
6506,162,(,I-LOC
6400,143,Waqwa,B-LOC
9871,825,',O
8078,461,Tarikiya,B-ORG
2055,1738,Pardo,I-PER
4770,2274,Davor,B-PER
11611,1162,(,O
13396,1515,Piluta,B-ORG
3187,1962,Maná,I-LOC
1627,1656,culto,O
1331,1446,Porras,I-PER
6204,105,Hoff,I-PER
4492,2220,'Phoenicopterus,O
7545,358,Santa,I-PER
278,1888,Vivaldi,I-PER
1255,1290,),O
12571,1353,REDIRECCIÓN,O
10651,973,Simi,I-ORG
9824,816,Llaqtap,I-ORG
3555,2040,Huang,B-PER
12803,1394,Barreda,I-PER
8853,617,',O
11270,1092,.,O
2398,1810,',O
13529,1539,Kathuliku,I-ORG
6753,209,),I-LOC
1271,1323,Trygve,B-PER
5807,25,willkachasqa,I-ORG
8269,502,Igor,B-PER
10039,859,Tupaq,I-PER
1256,1290,',O
1046,945,PUSAPUNA,O
4919,2305,Uchpa,B-ORG
3319,1992,Sunin,B-LOC
3784,2087,Uru,B-LOC
9470,739,yachayninkunata,O
4781,2276,Schröder,I-PER
6330,130,llaqtanqa,I-LOC
13541,1542,Mamallaqtapura,B-ORG
8738,591,distritu,I-LOC
6779,215,-,I-LOC
3558,2040,1899-1982,O
6736,206,parki,I-ORG
6110,86,Bahia,I-ORG
6831,225,Taqna,I-LOC
7514,352,ruphay,I-ORG
9316,709,Dales,I-ORG
8431,532,Estudio,O
767,379,',O
1174,1135,Walla,I-LOC
12341,1306,uma,I-LOC
10890,1017,Falo,O
13416,1518,(,O
9460,738,",",O
262,1855,suyu,I-LOC
1019,878,',O
5047,2328,.,O
7637,375,.,O
3874,2102,gryphus,O
9204,686,(,O
7284,311,',O
736,312,.,O
11861,1211,Pakaya-Samirya,B-LOC
4082,2141,",",O
9612,771,",",O
7556,360,Utishi,B-ORG
3868,2101,Pachantin,I-ORG
3006,1924,Eunectes,O
4680,2256,.,O
10292,905,de,I-PER
4557,2235,pusapuna,O
5299,2379,',O
4763,2272,Inka,I-PER
10942,1027,Jovellanos,I-PER
4716,2263,amachasqa,I-ORG
10349,917,Pachantin,I-ORG
1505,1635,de,I-ORG
7815,406,Piluta,B-ORG
7296,314,",",O
13079,1450,Katari,I-PER
11102,1060,Kupa,I-ORG
3240,1974,Hulyu,B-PER
11540,1147,Puntifisya,I-ORG
12672,1373,Washington,I-PER
4235,2170,.,O
6629,184,Kupa,I-ORG
414,2144,Giza,B-ORG
487,2310,Chuqiyapu,B-LOC
5630,2444,Sánchez,I-PER
7766,398,Saqa-saqa,B-LOC
10759,993,/,O
7624,374,dos,I-PER
2299,1790,(,O
10427,929,),O
7768,398,.,O
9531,752,.,O
2508,1834,.,O
156,1678,Hayt'ay,I-ORG
13840,1603,Mishiku,B-LOC
12154,1273,San,B-ORG
7862,417,Manqu,B-PER
2577,1847,Giuseppe,B-PER
669,179,wari,I-ORG
1022,878,marka,I-LOC
4645,2250,Bello,I-PER
12399,1318,",",O
2320,1793,2014,I-ORG
1652,1661,Antoine,B-PER
883,601,llaqtapi,O
33,2010,risirwa,I-ORG
7787,400,Sichura,B-LOC
4103,2146,Justiniano,B-PER
9631,775,Chilipi,B-ORG
668,179,mamallaqta,I-ORG
10480,941,(,O
10372,920,.,O
5972,59,',O
7703,386,suyup,I-ORG
219,1789,Antamarka,B-LOC
6547,169,(,O
6490,159,munisipyu,I-LOC
11676,1176,Tukuy,B-ORG
10518,948,',O
3054,1932,),O
12347,1307,pruwinsya,I-LOC
10023,855,Tukuy,B-ORG
1493,1632,Tolkien,I-PER
5567,2428,llaqtam,O
5599,2435,',O
11996,1241,-,O
7950,432,Alimanya,B-LOC
1736,1674,Vicente,B-ORG
1879,1703,pruwinsya,I-LOC
598,46,.,O
13911,1617,',O
9450,737,Buliwyap,B-LOC
10608,965,2,O
6303,123,Hayt'ay,I-ORG
3305,1989,.,O
1887,1704,1986,I-ORG
10732,987,suyu,I-ORG
10900,1020,.,O
8981,643,Pachantin,I-ORG
12155,1273,Matías,I-ORG
2880,1903,-,I-ORG
13899,1616,.,O
8486,543,distritu,I-LOC
2957,1914,.,O
1322,1423,.,O
11307,1099,',O
2774,1881,Piluta,B-ORG
10757,993,compacta,O
2487,1830,mama,I-LOC
13058,1443,thula,O
13490,1530,Jussieu,I-PER
9685,786,PUSAPUNA,O
1145,1089,Qarwa,B-LOC
11452,1129,melanoleuca,O
10979,1035,uya,I-LOC
13701,1574,Velasco,I-PER
8194,486,',O
10111,871,.,O
5060,2331,.,O
8845,615,Fischer,I-PER
7446,339,",",O
11999,1242,Maruku,B-LOC
6475,156,Wasay,B-LOC
10808,1004,suyukuna,I-ORG
3463,2021,',O
10936,1026,quchaman,I-LOC
8936,633,'Estrecho,O
3407,2009,iskay,I-PER
2589,1849,Kunti,B-LOC
7032,264,San,B-ORG
4629,2247,",",O
10257,897,Rossetti,I-PER
8825,610,suyu,I-LOC
11576,1154,kiti,I-LOC
13659,1565,',O
590,35,kiti,I-LOC
9778,807,-,O
9078,662,Pachantin,I-ORG
3690,2067,apella,O
6333,130,llaqtam,O
7315,316,Sorzano,I-PER
11894,1218,-,O
4591,2240,ichu,O
362,2033,.,O
2027,1732,(,I-ORG
8741,592,São,B-LOC
5246,2369,Wiraqucha,I-PER
828,490,urqu,I-ORG
7181,292,(,I-ORG
643,124,Monroe,I-PER
7176,291,.,O
13213,1476,.,O
3592,2048,Chelsea,B-ORG
9208,687,San,B-LOC
8854,617,John,B-PER
2082,1743,Kashamarka,I-LOC
8262,499,',O
12521,1342,Kachiqucha,B-LOC
5180,2357,Puna,B-LOC
8135,473,kitilli,I-ORG
11757,1191,Prado,I-PER
2626,1857,(,O
10315,910,spp,O
7192,294,Humanist,O
7402,331,',O
2409,1814,',O
13751,1585,Magalhães,I-PER
2221,1773,Amarumayu,B-LOC
8268,502,',O
6385,140,',O
13480,1529,distritu,I-LOC
5024,2324,',O
5896,43,Antikuna,B-LOC
6042,74,Eduardo,B-PER
5102,2339,José,B-PER
13768,1589,',O
5984,62,de,I-ORG
8639,573,Ispaña,B-LOC
12305,1299,Götze,I-PER
6539,167,',O
3412,2012,(,O
12187,1278,Piyu,B-PER
8201,487,Walla,I-LOC
10527,950,de,I-LOC
2453,1823,2006,I-ORG
8144,475,llaqtanqa,I-LOC
13107,1456,',O
5574,2429,.,O
5533,2422,VI,I-PER
1956,1718,',O
9558,758,1986,I-ORG
13578,1549,(,O
11840,1207,(,I-LOC
13554,1544,PUSAPUNA,O
13268,1488,Hayt'ay,I-ORG
11558,1151,Titiqaqa,B-LOC
2730,1872,pruwinsya,I-LOC
2903,1907,UNESCO,B-ORG
4126,2149,),O
3477,2025,parki,I-ORG
8476,541,Gutiérrez,I-PER
820,479,",",O
13360,1507,1990,I-ORG
3876,2102,),O
10226,894,",",O
13797,1595,Pachantin,I-ORG
8716,587,Rimana,I-ORG
11564,1152,Rimana,I-ORG
9083,663,qhapaq,I-ORG
11702,1182,Linné,I-PER
11578,1155,Hayt'ay,I-ORG
7949,432,",",O
6406,144,k'ikllu,I-LOC
498,2321,(,O
7400,331,'Cebus,O
2546,1841,**,O
6501,161,pacha,I-ORG
12565,1351,2014,I-ORG
8571,560,distritu,I-LOC
7144,285,Hayt'ay,I-ORG
2580,1847,15,O
5196,2359,),O
7503,350,2014,I-ORG
12941,1421,willkachasqa,I-ORG
190,1733,.,O
11359,1108,',O
6483,159,Chuqiyapu,B-LOC
10244,895,(,O
8212,489,Wolfgang,B-PER
3597,2049,mama,I-LOC
6630,184,1994,I-ORG
3888,2105,Mama,B-ORG
2046,1737,PUSAPUNA,O
13874,1610,Manuel,B-PER
11687,1178,de,I-LOC
11608,1161,Huñun,I-LOC
12003,1242,-,O
4271,2176,m,O
8381,522,llaqtanqa,I-LOC
150,1666,Killapampa,B-LOC
22,1899,(,O
8425,530,parki,I-ORG
7902,424,.,O
4538,2229,1893-1976,O
4753,2270,',O
2355,1802,khuchi,I-LOC
10736,988,Antikuna,B-LOC
1382,1557,',O
7478,345,.,O
2798,1884,.,O
8010,447,Anqash,B-LOC
12252,1288,),O
6743,207,.,O
12720,1381,-,O
550,2410,'Lagothrix,O
10601,964,Augusto,B-PER
2319,1793,Kupa,I-ORG
13090,1452,Kupa,I-ORG
5035,2326,distritu,I-LOC
2817,1889,sp,O
11364,1109,',O
241,1833,Murlupu,B-ORG
11162,1073,',O
13317,1498,Huwan,B-PER
12948,1424,Pakaqi,B-LOC
2103,1748,suyukuna,I-ORG
5623,2441,Kubrick,I-PER
2414,1815,Kutupaksi,B-ORG
2829,1891,'Cedrela,O
4857,2293,waqar,I-LOC
8660,576,Kupa,I-ORG
864,557,de,I-PER
6484,159,suyupi,I-LOC
4084,2141,pruwinsya,I-LOC
8695,584,mama,I-ORG
3441,2017,Villazón,I-PER
5674,2450,.,O
3804,2092,Uma,B-LOC
8961,638,llaqta,I-ORG
9076,662,Piluta,B-ORG
5656,2448,(,I-ORG
2005,1727,.,O
12175,1276,1986,I-ORG
2440,1820,.,O
1286,1357,Marcus,B-PER
226,1800,Pachantin,I-ORG
5388,2395,Walla,I-LOC
7075,273,llaqtanqa,I-LOC
8902,628,Kamasqa,O
1866,1701,",",O
8290,505,'Ochroma,O
7625,374,Santos,I-PER
4986,2317,",",O
7511,352,===,O
8085,462,Hayt'ay,I-ORG
7314,316,Tejada,I-PER
11684,1177,2006,I-ORG
1982,1724,Ollanta,B-PER
13420,1518,',O
4353,2193,kaq,O
4892,2300,',O
7429,338,XII,I-PER
7374,326,Paqaqi,I-ORG
9442,735,Jean-Baptiste,B-PER
4673,2254,Abad,I-ORG
1465,1627,wasip,O
6087,82,Awya,B-ORG
9590,765,Mollohuanca,I-PER
4766,2273,Chimpurasu,I-LOC
2761,1879,San,B-LOC
11315,1102,',O
4367,2196,llaqtanqa,I-LOC
2022,1731,mama,I-ORG
9388,722,),I-LOC
11618,1163,Saguinus,O
9659,781,Orbegoso,I-PER
5658,2448,),I-ORG
7582,365,',O
7825,408,mayu,I-LOC
3451,2019,',O
9203,686,113,O
11565,1152,Wasin,I-ORG
11810,1202,mayu,I-LOC
1236,1257,Garci,I-LOC
7818,406,Kupa,I-ORG
5799,23,Mama,B-ORG
1671,1663,Flórián,B-PER
13188,1473,Yachay,I-ORG
10667,976,',O
11171,1074,',O
4296,2182,.,O
12639,1366,Hayt'ay,I-ORG
10375,921,iskay,I-PER
734,301,Domingo,I-PER
462,2244,Gran,I-LOC
2739,1874,Movimiento,B-ORG
9398,725,wak'a,I-LOC
10377,922,PUSAPUNA,O
13517,1537,km,O
3064,1935,),O
8791,604,Humboldt,I-PER
9519,750,Ñañu,I-LOC
3544,2038,AC,B-ORG
400,2110,Baresi,I-PER
12159,1274,Piluta,B-ORG
1776,1682,ch'unqa,I-LOC
9431,732,.,O
8706,585,),O
5140,2348,(,O
2541,1840,",",O
13011,1435,de,I-PER
7988,441,Piluta,B-ORG
2544,1840,",",O
3041,1930,Velasco,I-PER
4631,2247,distritu,I-LOC
9006,649,Pampa,I-LOC
7995,442,(,O
12161,1274,Pachantin,I-ORG
2206,1770,Piruw,B-ORG
2752,1878,',O
12121,1265,pukllachkan,O
12515,1341,Héctor,B-PER
703,235,T'uru,B-ORG
829,490,(,I-ORG
6285,120,wata,I-ORG
10550,954,Johann,I-PER
1035,923,.,O
10961,1030,.,O
8411,528,Humala,I-PER
10999,1039,',O
5360,2389,),I-LOC
9999,851,",",O
12627,1364,',O
13724,1580,pruwinsya,I-LOC
9261,697,.,O
3643,2057,.,O
6468,154,',O
821,479,2.792,O
4623,2246,',O
5605,2436,',O
5510,2418,'Cedrela,O
516,2344,',O
12805,1395,Hayt'ay,I-ORG
6278,118,),I-LOC
7767,398,',O
2048,1737,walla,I-ORG
5838,31,Hayt'ay,I-ORG
8282,504,munisipyu,I-LOC
11083,1057,',O
12566,1352,Piluta,B-ORG
600,57,Awya,B-LOC
13790,1593,.,O
3255,1978,Manuel,B-PER
2839,1893,",",O
12542,1347,John,B-PER
12535,1345,Merced,I-LOC
10602,964,Leguía,I-PER
8899,627,willkachasqa,I-ORG
3036,1929,Aquino,I-PER
4950,2309,',O
8679,581,',O
4966,2314,Kimsa,B-ORG
11339,1104,.,O
6325,129,PUSAPUNA,O
8784,603,runakunap,I-ORG
1608,1653,Hayt'ay,I-ORG
13006,1433,Kupa,I-ORG
1098,1023,443,O
12114,1264,Pachantin,I-ORG
8549,554,'Anas,O
4848,2291,llaqta,I-ORG
10827,1007,Pont,B-ORG
12002,1242,2,O
7332,319,'Juglans,O
3130,1950,Jututu,B-LOC
253,1833,),O
4111,2147,',O
1961,1719,Bolívarmantam,I-PER
4132,2150,Violoncello,O
435,2188,Qulan,B-ORG
8781,602,Kupa,I-ORG
3122,1948,Binidiktu,B-PER
10399,925,),O
6697,197,),I-LOC
11318,1102,',O
2382,1808,(,I-ORG
8204,487,),I-LOC
3803,2091,.,O
6355,136,Real,B-ORG
13304,1496,.,O
13567,1547,puru,I-ORG
9722,795,pusapuna,O
3262,1979,Pachakutinapaq,I-ORG
10095,868,(,O
3579,2046,Hércules,B-PER
1220,1235,simi,I-ORG
7780,399,River,B-ORG
9937,839,Uma,B-LOC
1495,1634,suyu,I-LOC
4615,2245,IV,I-PER
4107,2147,.,O
2527,1838,Ilu,B-LOC
3969,2119,),I-LOC
7945,431,Suntur,I-ORG
4383,2198,.,O
12531,1344,福建,O
5483,2413,',O
6297,122,San,B-LOC
10063,864,-,O
7779,398,),O
12333,1305,',O
3169,1958,.,O
4801,2281,Laurent,B-PER
11199,1079,/,O
1980,1724,Kamasqa,O
5175,2356,',O
7474,344,Yasuo,B-PER
2117,1751,Kuraq,I-ORG
2639,1859,Kuntur,I-ORG
5020,2324,José,B-PER
3714,2073,Qun,B-PER
1688,1665,Q'imi,B-LOC
7417,336,distritu,I-LOC
5115,2342,REDIRECCIÓN,O
6656,189,1875-1934,O
5652,2447,Loja,I-LOC
9094,665,willkachasqa,I-LOC
9326,711,Amaru,I-PER
12487,1333,amachasqa,I-ORG
1108,1034,San,I-PER
4973,2315,Siiwuri,I-PER
7143,285,Piluta,B-ORG
7591,367,',O
10242,895,",",O
5491,2415,Pachantin,I-ORG
11121,1064,Pecari,O
5627,2442,Kupa,I-ORG
768,379,Chelsea,B-ORG
13669,1566,(,O
13163,1469,redirección,O
8809,607,Hayt'ay,I-ORG
11200,1079,'Ochroma,O
13842,1604,Hayt'ay,I-ORG
795,423,1988-1991-1992,O
4911,2303,XV,I-PER
3837,2095,Q'imi,B-LOC
12398,1318,Cacuangowan,I-PER
3875,2102,',O
11132,1066,Allan,B-PER
3840,2096,suyu,I-LOC
10511,947,dolce,O
1325,1434,Musuq,B-ORG
13466,1527,Alcide,B-PER
10629,970,',O
10309,909,),O
1087,1012,Paquyaq,B-LOC
4077,2140,rivulatus,O
8051,455,Inti,B-LOC
4534,2229,毛泽东,O
10298,907,Victoria,B-PER
9761,803,Kopa,I-PER
9429,731,Carrión,I-PER
9059,659,Pastasa,B-LOC
7016,261,Vittorio,B-PER
2304,1790,del,O
13343,1504,Tupaq,B-PER
9795,810,Kashamarka,B-LOC
13492,1531,Pirès,I-PER
10971,1032,.,O
8408,528,Kamasqa,O
11653,1171,(,O
6156,94,',O
1539,1641,Chinchay,B-LOC
908,645,.,O
847,523,Simón,B-PER
7120,280,),O
8653,575,Hayt'ay,I-ORG
9005,649,Ayakuchu,B-LOC
8186,484,pasu,I-ORG
1522,1638,Friedrich,B-PER
9246,694,Kupa,I-ORG
5986,62,Santísima,I-ORG
2218,1772,Mendoza,I-PER
13635,1561,II,I-PER
4139,2151,Stéfano,I-PER
6474,155,churarikusa,I-ORG
4832,2287,'Stipa,O
776,401,Liszt,B-PER
3926,2112,wari,I-LOC
10476,940,Atawallpa,B-PER
4785,2278,',O
3598,2049,llaqta,I-LOC
10817,1005,',O
9725,795,Kururanapaq,I-ORG
4287,2181,Domingo,B-PER
11563,1152,suyup,I-ORG
6183,100,.,O
3343,1996,Oulu,B-LOC
5554,2426,Kupa,I-ORG
7657,378,W,O
1942,1716,Uma,B-PER
1732,1673,Kohler,I-PER
12932,1419,marka,I-LOC
2165,1761,con,O
4585,2239,llaqtam,O
13843,1604,Pachantin,I-ORG
12086,1259,.,O
819,479,llaqtayuq,O
7476,344,',O
10899,1019,ñiqin,I-PER
12731,1383,**,O
12455,1328,de,I-PER
8222,492,Piruw,B-ORG
1468,1628,muja,I-ORG
4013,2128,Hayt'ay,I-ORG
13377,1510,",",O
7082,274,.,O
10438,931,karum,O
13401,1516,Akira,B-PER
3208,1968,Estenssoro,I-PER
5945,54,Qulcha,B-LOC
9418,729,'Ceiba,O
12665,1372,Misk'itanta,B-ORG
2682,1863,Pygocentrus,O
11933,1227,Umalliqmi,O
7978,438,.,O
862,557,Toribio,B-PER
8642,573,castellano,O
12062,1254,.,O
6978,253,Mama,I-ORG
2913,1907,del,O
9311,708,Jacinto,I-LOC
5877,39,peruviana,O
9978,848,Sigismund,I-PER
4420,2206,',O
10771,995,Canseco,I-PER
13570,1548,.,O
11322,1103,mama,I-ORG
13082,1450,.,O
10340,915,),I-LOC
4552,2231,pruwinsya,I-LOC
7048,266,parki,I-ORG
1353,1490,parki,I-ORG
2337,1797,Francisco,B-PER
430,2177,pusapuna,O
8042,453,PUSAPUNA,O
11281,1094,.,O
11009,1041,Armas,O
13302,1495,llaqta,I-ORG
2062,1739,Ramón,B-PER
5977,60,',O
8601,565,",",O
7364,325,San,B-ORG
11125,1065,**,O
6976,253,Awya,B-ORG
13511,1536,Sika,B-LOC
6186,102,John,B-PER
8328,510,.,O
7789,400,',O
3677,2063,),O
2740,1874,País,I-ORG
7631,375,",",O
10939,1027,.,O
3720,2074,Dortmund,I-ORG
8686,582,),O
4897,2301,Mauro,B-PER
12034,1249,Yachay,I-ORG
10219,893,',O
2900,1906,.,O
8724,589,Qipa,B-ORG
8190,485,mawk'a,I-LOC
10967,1032,José,B-PER
9024,652,'Anas,O
10883,1017,de,O
10098,868,',O
3891,2105,Agustín,I-ORG
8531,551,T'utura,B-LOC
6747,208,9,O
4635,2248,parki,I-ORG
8002,443,2002,I-ORG
7436,339,Philipp,I-PER
11882,1216,Kutupaksi,B-ORG
11722,1186,.,O
8226,493,Elvis,B-PER
10903,1020,de,I-PER
11685,1178,San,B-LOC
11286,1096,Kay,O
6695,197,Ladislao,I-LOC
7096,276,lagothricha,O
4999,2319,.,O
1635,1657,.,O
4358,2194,José,B-PER
1916,1710,llaqta,I-ORG
7220,299,Tampu,B-LOC
12054,1253,",",O
7517,352,wasi,I-ORG
10320,911,Qullqi,I-ORG
13329,1500,pruwinsya,I-LOC
10367,919,Gerais,I-ORG
10208,888,5,O
7803,403,mamallaqta,I-ORG
6265,116,Antonio,I-PER
2837,1892,),O
3680,2064,llaqta,I-ORG
497,2321,Wankana,B-LOC
1859,1699,Carl,B-PER
5103,2339,Faustino,I-PER
170,1700,Tikina,I-LOC
6255,115,Ñuflo,B-LOC
9189,683,Kupa,I-ORG
3683,2065,llaqtanqa,I-LOC
9854,821,kawsay,I-ORG
10916,1022,q'inti,I-LOC
6873,232,Kutawasi,B-ORG
234,1822,**,O
3523,2034,-,O
7354,324,pruwinsya,I-LOC
2081,1743,(,I-LOC
11288,1096,Simón,B-PER
9309,707,parki,I-ORG
4046,2136,Piluta,B-ORG
6969,251,raymi,I-ORG
198,1755,Uchuy,B-LOC
10016,854,',O
6159,95,qhapaq,I-ORG
9507,747,de,I-PER
4012,2128,Piluta,B-ORG
3668,2062,Pachantin,I-ORG
5790,21,Qinti,B-LOC
5940,53,João,B-PER
547,2410,Ch'umpi,B-LOC
10859,1013,qucha,I-LOC
11379,1115,771,O
3204,1967,risirwa,I-ORG
564,2443,',O
11302,1098,parki,I-ORG
6858,229,satillitimanta,O
6970,252,.,O
11715,1185,melanoleuca,O
5343,2386,Llamk'aqkuna,I-ORG
11970,1234,),I-LOC
6872,232,PUSAPUNA,O
8034,451,Hulyu,B-PER
6755,210,Ñañu,B-ORG
237,1822,(,O
9242,693,.,O
4800,2280,allpa,I-ORG
6812,220,Kupa,I-ORG
13617,1558,risirwa,I-ORG
5428,2403,",",O
3395,2006,.,O
11119,1064,',O
12728,1382,fuscater,O
3847,2097,femoralis,O
7597,367,asper,O
7982,439,(,O
7497,349,17,O
8490,544,.,O
9308,707,mamallaqta,I-ORG
9995,851,suyu,I-LOC
10857,1013,Nawel,B-LOC
9630,774,allqu,I-LOC
5707,6,iskay,I-PER
4336,2191,.,O
13202,1475,Charlton,I-PER
5254,2371,(,O
9509,748,Aristotelis,B-PER
455,2233,Francisco,I-LOC
6435,150,Chilipi,B-ORG
9664,782,Puntifisya,I-ORG
105,1223,Atipaq,O
1893,1706,.,O
4823,2285,Moyano,I-PER
7599,367,',O
11113,1062,kancha,I-ORG
822,479,m,O
10743,990,sallqa,I-ORG
5711,7,(,O
7576,364,Kupa,I-ORG
9197,685,.,O
4292,2182,',O
9007,649,willkachasqa,I-LOC
2653,1861,Georg,B-PER
11566,1153,Anqash,B-LOC
12371,1313,Waranqu,B-LOC
9602,769,Piluta,B-ORG
6121,88,Lothar,B-PER
6336,131,willkachasqa,I-ORG
2072,1741,",",O
6860,229,),O
8818,609,Chilipi,B-ORG
8137,473,Asway,I-ORG
6370,138,Kashapampa,B-LOC
9556,758,Pachantin,I-ORG
6552,169,CCP,O
8215,489,13,O
12989,1430,',O
13810,1597,',O
13333,1500,",",O
12358,1309,Ariqipa,I-LOC
